Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
164,XMTR,Industrials,Industrial Distribution,NASDAQ,174.99,97,96,63,90,86.31,5012139509.575638,52598798.0,0.090500005,-11.59,1014540,846203,907804,0.359
165,IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,174.22,97,96,98,99,3.79,587669848.4308696,164613406.0,0.115100004,-34.43,1744110,2462286,2410850,1.589
166,ELVN,Healthcare,Biotechnology,NASDAQ,173.38,97,95,95,75,52.95,2410008694.6332855,60904946.0,0.1331,9.11,618980,1852640,1452900,
167,VSH,Technology,Semiconductors,S&P 600,173.28,97,99,91,79,38.21,7084308191.509495,136105827.0,0.10560001,-30.83,5258360,7210206,7904046,0.173
168,PVLA,Healthcare,Biotechnology,NASDAQ,173.11,97,96,98,98,143.21,1699053287.1087341,14342844.0,0.16950001,-5.27,258690,303206,274766,
169,QURE,Healthcare,Biotechnology,NASDAQ,173.0,97,98,26,60,39.43,1799315390.3550053,63067485.0,0.1657,-44.85,1052630,2392953,2073446,1.273
170,XMAX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,172.88,97,96,98,99,8.43,543799899.431181,63602326.0,0.041300002,-4.53,811350,1382270,1411088,-0.324
171,APPS,Technology,Software - Application,NASDAQ,172.84,97,97,16,81,8.45,1059412143.3997755,120661979.0,0.105500005,-8.75,2445403,4545807,6808690,0.196
172,FRD,Basic Materials,Steel,NASDAQ,172.51,97,93,66,67,35.6,166282832.5712185,7112183.0,0.0256,44.19,98734,107118,76574,0.786
173,SEZL,Financial Services,Credit Services,S&P 600,171.89,97,95,65,50,153.89,3973032346.160759,33627019.0,0.2881,-17.59,655970,684606,630164,0.292
174,RELL,Technology,Electronic Components,NASDAQ,171.75,97,92,82,61,21.82,247176528.89636993,14556922.0,0.0359,9.87,256510,198116,273310,0.031
175,TTMI,Technology,Electronic Components,S&P 400,171.42,97,98,98,98,144.85,18040832376.25009,103850059.0,0.048499998,-27.82,1906530,2723423,2696398,0.304
176,LASR,Technology,Semiconductors,NASDAQ,171.41,97,93,99,98,70.02,4181013666.0111465,56408709.0,0.0494,-19.47,885830,1268986,1215386,0.552
177,CRS,Industrials,Metal Fabrication,S&P 400,170.96,97,95,89,79,603.69,23301558861.622437,49685612.0,0.034,26.91,553965,802185,723535,0.116
178,ASTC,Technology,Scientific & Technical Instruments,NASDAQ,170.83,97,98,21,12,7.2,87595907.8580246,1758954.0,0.024500001,-89.54,69119,297769,5287505,-0.358
179,BWEN,Industrials,Specialty Industrial Machinery,NASDAQ,170.49,96,95,50,88,4.83,82148446.93680096,23404116.0,0.025799999,-1.43,433787,463859,660549,-0.075
180,CLMT,Basic Materials,Specialty Chemicals,NASDAQ,169.9,96,91,94,86,41.69,3091109410.4707947,87147147.0,0.073699996,12.86,1375614,1038938,957424,0.036
181,PN,Technology,Solar,NASDAQ,169.87,96,1,1,5,9.44,52125093.75,13900025.0,0.008,-89.2,1302830,465966,549892,0.429
182,ZNTL,Healthcare,Biotechnology,NASDAQ,169.84,96,96,97,91,4.33,284745392.0,71186348.0,0.0866,-37.7,1412750,1432326,1253992,
183,CLDT,Real Estate,REIT - Hotel & Motel,NYSE,169.57,96,94,81,51,13.5,506491254.8074722,46681220.0,0.0148,21.29,326976,410065,430117,-0.016
184,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,169.56,96,91,90,62,75.2,234839582.4667244,4075661.0,0.0375,23.34,40818,52306,51305,0.01
185,BOLD,Healthcare,Biotechnology,NASDAQ,169.36,96,96,63,18,2.57,32572962.021172285,22464111.0,0.0019,52.98,204536,2478035,1524399,
186,QXL,Technology,Information Technology Services,NASDAQ,169.29,96,98,50,6,5.32,65214955.09939957,13336392.0,0.0007,-45.71,73440,156960,126246,-0.871
187,AP,Industrials,Metal Fabrication,NYSE,169.07,96,97,99,97,8.2,230094717.27687836,20326389.0,0.0374,-33.33,142591,249193,208310,0.039
188,FSLY,Technology,Software - Application,NASDAQ,168.91,96,85,98,76,20.24,2780222404.4799805,156500000.0,0.1584,-41.87,5297359,5155963,6110977,0.198
189,ARTV,Healthcare,Biotechnology,NASDAQ,168.85,96,98,98,65,10.03,385304401.799283,48588198.0,0.014099999,-30.97,427875,608408,569151,
190,COGT,Healthcare,Biotechnology,NASDAQ,168.61,96,96,98,99,39.76,5973545263.40567,170868004.0,0.0657,-9.08,1947822,2896860,2675262,
191,PARR,Energy,Oil & Gas Refining & Marketing,S&P 600,168.51,96,78,97,88,77.61,2816102588.6685905,50144277.0,0.1141,10.26,930320,930920,981120,0.045
192,EDSA,Healthcare,Biotechnology,NASDAQ,168.5,96,98,99,10,5.25,64199884.354394436,8891951.0,0.062800005,-74.16,58706,111868,202785,
193,CELC,Healthcare,Biotechnology,NASDAQ,168.47,96,97,99,99,82.62,6480064587.556641,48766288.0,0.2945,-45.29,2361612,1625704,1685236,
194,LFST,Healthcare,Medical Care Facilities,S&P 600,168.36,96,91,79,81,10.81,2943943485.2858276,381834432.0,0.0466,21.6,3143320,3954150,3661024,0.212
195,FATE,Healthcare,Biotechnology,NASDAQ,168.2,96,92,50,33,2.41,331028078.2356448,116559186.0,0.0946,-16.32,2351412,4045827,4203104,-0.203
196,AMWL,Healthcare,Health Information Services,NYSE,167.9,96,87,58,15,10.81,164244386.6152439,16708483.0,0.0166,9.97,212871,125503,118616,-0.179
197,ROIV,Healthcare,Biotechnology,S&P 400,167.64,96,94,94,90,35.01,21570918681.52207,719270385.0,0.0502,6.76,4163800,5737963,6066986,-0.667
198,IMMX,Healthcare,Biotechnology,NASDAQ,167.53,96,97,98,96,8.52,640709559.0,71189951.0,0.0765,-26.61,1747149,2183149,1908501,
199,DHC,Real Estate,REIT - Healthcare Facilities,NASDAQ,167.34,96,94,96,94,9.34,2014329550.4348297,242106926.0,0.043,2.19,1276895,1656158,1764157,-0.053
200,SUNE,Technology,Solar,NASDAQ,167.3,96,86,26,7,2.4,5607424.218981504,4123106.0,0.0506,-30.64,1376380,4495880,9709538,-0.431
201,STAK,Energy,Oil & Gas Equipment & Services,NASDAQ,167.26,96,99,82,3,1.32,18441934.62779063,19210349.0,1.2866,-66.75,9619010,3508886,4460796,0.134
202,SMTC,Technology,Semiconductors,S&P 400,167.0,96,97,94,90,138.68,14209278541.31543,93151168.0,0.068,-19.54,2298290,3762493,3852996,0.159
203,TLPH,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,166.99,96,87,60,86,1.35,42557710.98878479,51899648.0,0.0223,-14.01,264020,403473,302866,
204,LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,166.97,96,95,95,23,8.48,195410322.75924683,22855008.0,0.024500001,-13.47,125610,249846,224846,0.024
205,MNPR,Healthcare,Biotechnology,NASDAQ,166.26,96,92,35,81,105.7,435706998.61317444,6699062.0,0.3431,0.67,260520,204040,195526,
206,TRVG,Communication Services,Internet Content & Information,NASDAQ,166.18,96,90,27,20,5.46,259472932.29406357,70701070.0,0.0008,9.2,75330,112910,94986,0.151
207,CUE,Healthcare,Biotechnology,NASDAQ,165.8,96,97,20,5,32.12,88600850.35668755,4045701.0,0.069,-22.45,146636,123168,115159,12.506
208,ACRS,Healthcare,Biotechnology,NASDAQ,165.64,96,95,96,93,5.23,635469770.6387329,139663680.0,0.060100004,1.55,1617793,1945057,1662364,0.372
209,CORT,Healthcare,Biotechnology,S&P 600,165.51,96,89,23,9,95.36,7459862037.732254,107351594.0,0.111999996,4.79,1194591,1088767,1100652,0.049
210,MGNX,Healthcare,Biotechnology,NASDAQ,165.26,96,97,93,52,4.01,264422581.98103714,63563123.0,0.0795,-13.58,800040,1154083,1282308,0.575
211,DDOG,Technology,Software - Application,S&P 500,165.15,96,92,38,31,246.86,88046754921.75858,355960189.0,0.0544,-1.18,3461059,4402859,5084601,0.322
212,LRCX,Technology,Semiconductor Equipment & Materials,S&P 500,165.08,96,97,95,97,305.21,397896489860.7788,1250539000.0,0.0294,-8.44,9791030,12842296,11543852,0.238
213,FEIM,Technology,Communication Equipment,NASDAQ,165.03,96,93,89,96,72.46,746805393.7283401,9841927.0,0.1174,-5.08,432942,294990,242510,-0.108
214,ANAB,Healthcare,Biotechnology,NASDAQ,164.71,96,97,98,94,54.15,1620047161.054657,29100902.0,0.2377,-25.17,926692,758517,673704,-0.08
215,INSW,Energy,Oil & Gas Midstream,S&P 600,164.69,96,92,95,87,92.28,3821267605.101074,49504696.0,0.052800003,-0.41,488716,599622,571191,0.785
216,COHU,Technology,Semiconductor Equipment & Materials,S&P 600,164.51,96,98,95,84,50.7,2488499554.25,47175347.0,0.16430001,-8.15,715645,1252258,1411983,0.293
217,NVEC,Technology,Semiconductors,NASDAQ,164.0,96,84,77,62,134.21,473752147.78948975,4837167.0,0.083900005,21.98,313500,278643,245652,0.053
218,DAVE,Technology,Software - Application,S&P 600,163.69,96,90,92,61,402.81,3592537601.279358,12714247.0,0.1742,40.02,474558,575442,589317,0.467
219,ALXO,Healthcare,Biotechnology,NASDAQ,163.43,96,91,94,95,2.03,255669539.09177005,134562917.0,0.0114,-23.68,743169,1662389,1424797,
220,HSHP,Industrials,Marine Shipping,NYSE,163.14,96,90,95,93,16.12,695388750.0,47145000.0,0.0352,-3.42,279961,308260,309548,0.527
221,WHLRP,Real Estate,REIT - Retail,NASDAQ,163.1,96,95,91,87,9.4,,,0.85,14.08,870,9646,7198,-0.014
222,MTRN,Basic Materials,Other Industrial Metals & Mining,S&P 600,162.71,96,96,91,84,248.61,4577158619.741592,20801485.0,0.0277,9.4,227880,380150,351678,0.308
223,FIX,Industrials,Engineering & Construction,S&P 500,162.29,96,96,97,94,1733.6,64323678934.69629,35183967.0,0.0295,-16.41,520170,535643,496582,0.01
224,POWL,Industrials,Electrical Equipment & Parts,S&P 600,162.03,96,97,98,92,242.47,10361890097.774506,36431649.0,0.12529999,-26.08,787700,827410,739190,0.065
225,BJRI,Consumer Cyclical,Restaurants,S&P 600,161.95,96,88,50,80,66.86,988846258.1653595,21016924.0,0.100600004,39.32,473369,548536,473487,0.029
226,CPIX,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,161.86,96,94,67,69,6.61,92146109.47890043,14983107.0,0.0519,-0.0,185833,93607,107490,-0.22
227,OPTX,Technology,Electronic Components,NASDAQ,161.69,96,99,98,98,7.05,400784778.417223,40279878.0,0.0731,-42.21,398300,752916,1004012,-0.079
228,LIND,Consumer Cyclical,Travel Services,NASDAQ,161.37,96,94,87,88,27.04,1505520050.0488281,65600000.0,0.1008,13.71,789880,965706,883262,0.157
229,CIFR,Technology,Information Technology Services,NASDAQ,161.2,96,98,97,98,23.15,9674013353.010115,409049197.0,0.16350001,-9.43,26677978,25433379,25161545,-0.288
230,EMPG,Healthcare,Medical Distribution,NASDAQ,161.0,96,91,97,98,17.36,143046405.02929688,8240000.0,0.0396,-4.3,0,0,0,1.416
231,FLEX,Technology,Electronic Components,S&P 500,161.0,96,97,91,80,118.51,55242462782.701324,366377923.0,0.0184,-23.17,3750149,7611629,6925865,0.169
232,TH,Industrials,Specialty Business Services,NASDAQ,160.94,96,96,96,26,16.15,1728803750.5421448,99585466.0,0.1058,-14.69,738100,1242276,1309002,0.041
233,JDZG,Consumer Defensive,Education & Training Services,NASDAQ,160.86,96,76,0,6,50.0,90240000.0,1880000.0,0.0046,-95.69,0,0,71520,0.662
234,ALAB,Technology,Semiconductors,NASDAQ,160.43,96,98,89,82,291.58,58767212932.341034,171407939.0,0.0954,-17.76,4182045,5526088,5857267,0.934
235,FTNT,Technology,Software - Infrastructure,S&P 500,160.35,96,93,35,24,152.37,101083499400.61618,732648391.0,0.0324,10.33,4492470,5751170,5992332,0.201
236,DVA,Healthcare,Medical Care Facilities,S&P 500,160.26,96,89,75,20,235.44,12474996639.175415,64185000.0,0.173,16.16,597666,788732,790365,0.06
237,STRZ,Communication Services,Entertainment,NASDAQ,160.1,96,95,91,25,24.42,392535339.60980415,16789365.0,0.044299997,-0.93,186410,158866,165796,-0.072
238,AIIO,Consumer Cyclical,Auto Manufacturers,NASDAQ,159.98,95,39,0,3,2.61,46886961.46595478,19783529.0,0.1725,-95.36,1321534,2470261,10316506,-0.982
239,IRDM,Communication Services,Telecom Services,S&P 600,159.88,95,94,93,30,45.78,5474582455.2578125,105727744.0,0.0627,-12.38,1548761,2884530,2687364,0.019
240,PANW,Technology,Software - Infrastructure,S&P 500,159.73,95,91,35,28,325.63,228450591979.98047,811000000.0,0.0348,14.78,6103930,7271806,8335166,0.149
241,ATI,Industrials,Metal Fabrication,S&P 400,159.62,95,94,93,90,197.8,23904160493.08963,136470427.0,0.042,11.58,1432431,1712373,1690700,0.006
242,MAGH,Industrials,Engineering & Construction,NASDAQ,159.53,95,94,94,98,6.76,225446007.63320923,33350000.0,0.0419,-2.59,0,0,0,-0.045
243,KEEL,Technology,Information Technology Services,NASDAQ,159.53,95,99,91,85,4.26,3429746634.0259423,603828651.0,0.11270001,-35.45,27165620,45426020,47145144,-0.224
244,MOV,Consumer Cyclical,Luxury Goods,NYSE,159.34,95,95,91,85,36.51,850858452.1071472,22227233.0,0.0435,-5.83,194270,267420,273570,0.081
245,VCYT,Healthcare,Diagnostics & Research,S&P 600,159.11,95,93,48,69,56.61,3697591274.1553917,79792647.0,0.1274,11.63,1010840,1295136,1263918,0.215
246,PGEN,Healthcare,Biotechnology,NASDAQ,158.59,95,95,90,96,5.54,1547257707.5992584,356510980.0,0.2059,1.28,3224020,4942306,4896880,16.339
247,IOVA,Healthcare,Biotechnology,NASDAQ,158.43,95,91,74,32,4.99,1830659781.0182133,446502396.0,0.2556,-11.37,19198814,15673948,14491210,0.448
248,NAT,Energy,Oil & Gas Midstream,NYSE,158.24,95,93,93,85,6.45,1090515934.6441169,211750663.0,0.0916,1.74,3110190,4589123,4088696,1.09
249,KFRC,Industrials,Staffing & Employment Services,NYSE,157.94,95,89,32,45,56.69,837925709.9304199,17832000.0,0.0907,19.35,263070,216193,205474,0.001
250,TIGO,Communication Services,Telecom Services,NASDAQ,157.82,95,92,95,92,96.25,14301337762.099182,167541444.0,0.04,10.57,1274620,1606620,1866144,0.451
251,SITM,Technology,Semiconductors,S&P 400,157.25,95,96,97,92,576.41,18747027567.826904,26396828.0,0.0551,-36.08,371570,585366,596478,0.883
252,ENVA,Financial Services,Credit Services,S&P 600,157.15,95,92,85,89,237.27,4019159416.2631836,24884896.0,0.09770001,34.29,393686,455275,350777,0.258
253,DINO,Energy,Oil & Gas Refining & Marketing,S&P 400,156.96,95,81,87,79,88.3,12599450181.898605,180275437.0,0.0452,18.16,2920807,2627835,2414429,0.118
254,MYE,Consumer Cyclical,Packaging & Containers,NYSE,156.89,95,92,84,88,31.44,856306912.9460373,37557322.0,0.028900001,29.65,353570,532666,436080,0.018
255,CVLG,Industrials,Trucking,NYSE,156.82,95,93,89,65,46.75,999288282.5039406,25170989.0,0.0432,16.87,177695,177545,193627,0.14
256,PTGX,Healthcare,Biotechnology,S&P 600,156.82,95,90,89,87,135.43,6402840138.869812,64311373.0,0.1319,25.58,678340,854780,738594,0.99
257,CNC,Healthcare,Healthcare Plans,S&P 500,156.76,95,92,82,61,63.41,29430300446.525574,493797000.0,0.035099998,4.36,3822584,4875268,4837598,0.051
258,CBL,Real Estate,REIT - Retail,NYSE,156.55,95,92,91,83,57.57,1488133416.9417953,30944758.0,0.0402,17.06,274371,338777,299838,0.03
259,FROG,Technology,Software - Application,NASDAQ,156.45,95,90,38,83,80.16,9626596070.11087,121119724.0,0.041500002,0.36,2059052,3130744,2849482,0.258
260,OSCR,Healthcare,Healthcare Plans,NYSE,156.44,95,95,75,28,28.19,6702189251.987457,301493000.0,0.075,10.2,3959750,5490110,6657294,0.526
261,LSCC,Technology,Semiconductors,S&P 400,156.35,95,94,94,86,138.13,20151115858.42888,137007857.0,0.077,-9.17,1601520,1868280,2025320,0.422
262,IMVT,Healthcare,Biotechnology,NASDAQ,156.23,95,94,83,81,39.41,6836786779.461727,205308917.0,0.2244,8.61,840861,1387187,1863696,
263,OSS,Technology,Computer Hardware,NASDAQ,156.07,95,97,95,97,12.49,450300736.6189041,24769017.0,0.1534,-32.45,1164490,1249230,1351920,0.55
264,INBX,Healthcare,Biotechnology,NASDAQ,155.66,95,98,99,99,81.55,1525950087.2010345,14671186.0,0.2672,-47.49,232615,329218,347455,
265,EXTR,Technology,Communication Equipment,S&P 600,155.25,95,93,58,25,29.49,3466927142.812729,130778088.0,0.0947,8.1,1724991,2120087,2161308,0.114
266,SHIP,Industrials,Marine Shipping,NASDAQ,155.22,95,90,95,89,16.18,335857069.0,21668198.0,0.014400001,-3.75,231660,211836,227714,0.186
267,MTC,Technology,Software - Application,NASDAQ,155.13,95,90,99,98,2.95,658275444.0064073,99587811.0,0.0085,-67.56,22710,42180,72334,-1.0
268,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,155.06,95,86,86,20,31.0,1730242800.0,69209712.0,0.1675,10.79,301950,351426,358728,
269,VISN,Technology,Communication Equipment,NASDAQ,155.03,95,94,97,97,11.8,2815108891.6224174,225569631.0,0.0854,-42.58,4981910,5765516,5877600,0.216
270,ALKS,Healthcare,Drug Manufacturers - Specialty & Generic,S&P 600,155.03,95,93,66,64,52.89,7032052068.435612,166675807.0,0.1523,23.49,1515558,2308532,2198317,0.282
271,PKOH,Industrials,Specialty Industrial Machinery,NASDAQ,154.84,95,93,83,62,38.17,468804402.4128761,14398169.0,0.0107,9.03,70850,86460,81854,0.038
272,COHR,Technology,Scientific & Technical Instruments,S&P 500,154.64,95,98,98,96,282.39,70717745600.68753,195639321.0,0.051999997,-31.62,3993742,5052307,5411242,0.205
273,NRIX,Healthcare,Biotechnology,NASDAQ,154.4,95,88,73,85,23.74,1836487262.5477123,103405813.0,0.1822,5.51,1173470,2135240,2264354,-0.661
274,HCHL,Consumer Cyclical,Restaurants,NASDAQ,154.19,95,92,12,2,3.96,121168266.35228968,29844401.0,0.010299999,-45.38,0,20630,535652,-0.457
275,AXGN,Healthcare,Medical Devices,NASDAQ,154.08,95,96,96,95,39.49,2099460467.177124,53177824.0,0.069699995,-13.83,1091475,1507785,1247409,0.266
276,OII,Energy,Oil & Gas Equipment & Services,S&P 600,153.99,95,81,90,84,48.02,3813260823.6102486,99745249.0,0.0622,19.69,1051370,1180200,1051620,0.027
277,PTRN,Technology,Software - Application,NASDAQ,153.98,95,91,26,37,23.49,3321441400.324501,176766431.0,0.0399,16.87,1873150,2557776,2138058,0.432
278,KNSA,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,153.81,95,87,91,88,62.84,3722261296.258667,76938016.0,0.0836,4.96,498080,876496,733764,0.555
279,IBRX,Healthcare,Biotechnology,NASDAQ,153.79,95,96,96,97,7.1,7876101887.063309,1047353977.0,0.3418,-42.88,8016643,11642341,12755376,1.676
280,RCUS,Healthcare,Biotechnology,S&P 600,153.34,95,94,94,92,29.73,3187091944.2714615,125773162.0,0.1424,3.52,983650,1462723,1249296,-0.393
281,NHC,Healthcare,Medical Care Facilities,S&P 600,153.29,95,88,90,82,221.51,2880574164.619583,15619641.0,0.0502,8.02,110190,150690,134970,0.022
282,ECO,Industrials,Marine Shipping,NYSE,153.24,95,91,94,88,57.88,1843298126.8035507,39044655.0,0.0086,-0.98,432267,467625,491477,1.123
283,GHRS,Healthcare,Biotechnology,NASDAQ,153.22,95,94,87,82,27.28,1645927951.1066647,68608919.0,0.078,10.62,336916,278598,274991,
284,MEC,Industrials,Metal Fabrication,NYSE,153.07,95,95,83,76,30.41,684514070.8251915,25494006.0,0.0537,8.05,514540,557793,617646,0.068
285,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,152.82,95,86,90,80,302.5,72695085864.04065,296932782.0,0.033,14.69,2977040,3191803,3032124,0.066
286,FATN,Technology,Software - Infrastructure,NASDAQ,152.81,95,92,12,3,4.51,111634765.814991,14024468.0,0.0223,-58.62,60286,128092,327057,0.904
287,TRT,Technology,Semiconductor Equipment & Materials,NYSE ARCA,152.78,95,98,99,93,9.23,128531133.67576504,10112599.0,0.118599996,-56.83,533040,688126,949218,1.236
288,FORM,Technology,Semiconductor Equipment & Materials,S&P 600,152.78,95,98,98,93,104.04,9712384758.001099,77954772.0,0.0514,-34.6,1115036,1781082,1770413,0.32
289,SPHR,Communication Services,Entertainment,S&P 600,152.74,95,96,97,96,133.31,4956504118.519211,35792203.0,0.36580002,-10.53,534750,692110,699970,0.377
290,KYMR,Healthcare,Biotechnology,NASDAQ,152.74,95,90,92,91,110.38,6697412664.341858,82257588.0,0.157,7.17,583790,1074443,860660,0.555
291,PSNL,Healthcare,Diagnostics & Research,NASDAQ,152.63,95,90,26,92,12.22,1193820477.2520714,104721098.0,0.20709999,3.12,6913730,4890623,4215024,-0.249
292,FTK,Energy,Oil & Gas Equipment & Services,NYSE,152.47,95,84,84,89,25.84,721740813.4512291,36177483.0,0.1505,16.19,349348,304906,320781,0.265
293,SLN,Healthcare,Biotechnology,NASDAQ,152.34,95,91,90,26,11.45,325918834.2046437,47234613.0,0.0556,36.31,442520,571693,420502,1.972
294,DHX,Technology,Software - Application,NYSE,152.25,95,88,85,24,3.85,152490728.4740808,43198507.0,0.0075,-6.1,131530,149486,177394,-0.102
295,EDRY,Industrials,Marine Shipping,NASDAQ,151.97,95,92,92,79,24.1,66453674.868406296,2890547.0,0.0034,-1.55,133992,70824,51266,0.389
296,CMPS,Healthcare,Medical Care Facilities,NASDAQ,151.91,95,98,91,84,11.26,1762438175.8269882,134949320.0,0.057800002,-14.05,4391215,4215541,4318729,
297,ATEN,Technology,Software - Infrastructure,S&P 600,151.87,94,93,90,36,34.27,2170024950.5558014,71998175.0,0.1373,12.66,1127822,1258964,1172206,0.134
298,VECO,Technology,Semiconductor Equipment & Materials,S&P 600,151.74,94,97,95,84,54.58,3517970038.148117,61033485.0,0.16399999,-16.58,886710,1580536,1466438,-0.054
299,BRUN,Technology,Software - Infrastructure,NASDAQ,151.68,94,98,87,52,21.74,2091646302.833641,61428674.0,3.05,-45.21,1366570,1515570,1852762,2.479
300,TDAY,Communication Services,Publishing,NYSE,151.57,94,91,93,84,8.4,1148909191.702444,147107452.0,0.1273,5.26,1383110,1476160,1523532,-0.04
301,PBT,Energy,Oil & Gas Midstream,NYSE,151.55,94,86,89,85,29.25,1304580189.3720932,46608796.0,0.008,-9.3,70950,99256,144408,0.162
302,IART,Healthcare,Medical Devices,S&P 600,151.37,94,91,24,19,19.79,1247862395.345192,77796903.0,0.16309999,18.5,870459,936933,951605,0.024
303,CERS,Healthcare,Medical Devices,NASDAQ,151.36,94,92,71,91,2.93,609121673.3165302,200368974.0,0.0952,-6.98,2044792,2707654,2580676,0.241
304,KLAC,Technology,Semiconductor Equipment & Materials,S&P 500,151.34,94,95,93,94,218.73,251028208278.27246,130627521.0,0.028900001,-89.38,10124170,14348656,12749294,0.115
305,HNGE,Healthcare,Health Information Services,NYSE,151.26,94,92,61,20,74.31,4349536980.246376,77380129.0,0.078200005,19.51,1707844,2127381,1952180,0.472
306,RSI,Consumer Cyclical,Gambling,S&P 600,151.18,94,89,90,61,31.32,2608843555.5294685,102953573.0,0.0912,7.11,2528840,3169336,2608556,0.411
307,NEO,Healthcare,Diagnostics & Research,S&P 600,150.88,94,89,28,89,14.24,1369827985.2062225,130211780.0,0.078,3.64,2981000,3606636,2702644,0.111
308,LPRO,Financial Services,Credit Services,NASDAQ,150.86,94,95,46,26,3.15,269534943.57778215,118217082.0,0.0232,16.67,1683920,4398676,3163004,-0.16
309,ECPG,Financial Services,Credit Services,S&P 600,150.77,94,92,95,84,90.15,1713732137.7030945,21440412.0,0.0833,-2.69,340415,354668,334461,0.21
310,KELYB,Industrials,Staffing & Employment Services,NASDAQ,150.68,94,89,80,66,23.16,723892658.1044579,34669190.0,0.0033000002,-81.47,780,1376,2188,-0.107
311,TLYS,Consumer Cyclical,Apparel Retail,NYSE,150.63,94,95,97,21,3.77,135978354.36304092,30488420.0,0.044299997,-31.95,142970,206900,315762,0.053
312,AMKR,Technology,Semiconductor Equipment & Materials,S&P 400,150.5,94,97,97,95,64.96,17242011746.922485,247872518.0,0.122200005,-18.01,4292226,5569295,5410807,0.275
